45499,"X-Men: The Last Stand (2006)","2006-05-26","Brett Ratner","Hugh Jackman, Halle Berry, Ian McKellen, Patrick Stewart, Famke Janssen, Anna Paquin, Kelsey Grammer, James Marsden, Rebecca Romijn, Shawn Ashmore, Aaron Stanford, Vinnie Jones, Ellen Page, Daniel Cudmore, Ben Foster, Michael Murphy, Dania Ramirez, Shohreh Aghdashloo, Josef Sommer, Bill Duke, Eric Dane, Stan Lee, Cameron Bright, Julian Richings, Mei Melançon, Omahyra, Ken Leung, R. Lee Ermey, Olivia Williams"
45517,"Cars (2006)","2006-06-09","John Lasseter","Paul Newman, Owen Wilson, Tony Shalhoub, Michael Keaton, Bonnie Hunt, Larry The Cable Guy, Cheech Marin, George Carlin, Jeremy Piven"
45666,"Nacho Libre (2006)","2006-06-16","Jared Hess","Jack Black, Héctor Jiménez, Ana de la Reguera, Darius Rose, Moises Arias, Eduardo Gómez, Carlos Maycotte, Richard Montoya, Cesar Gonzalez"
45672,"Click (2006)","2006-06-23","Frank Coraci","Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Jonah Hill, Jake Hoffman, Katie Cassidy, Jennifer Coolidge, Rachel Dratch, Sophie Monk, Jana Kramer, Nick Swardson, Toshi Toda, Elliott Cho, Jenae Altschwager, Abra Chouinard, Terry Crews, Elizabeth DeCicco, James Earl Jones, Rob Schneider"
45720,"Devil Wears Prada, The (2006)","2006-06-30","David Frankel","Anne Hathaway, Meryl Streep, Adrian Grenier, Stanley Tucci, Emily Blunt, Simon Baker, Stephanie Szostak, Tracie Thoms, Rebecca Mader"
45722,"Pirates of the Caribbean: Dead Man's Chest (2006)","2006-06-25","Gore Verbinski","Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport, Bill Nighy, Jonathan Pryce, Lee Arenberg, Mackenzie Crook, Kevin McNally, David Bailie, Stellan Skarsgaard, Tom Hollander, Geoffrey Rush, Naomie Harris, Vanessa Branch, Lauren Maher"
45728,"Clerks II (2006)","2006-07-21","Kevin Smith","Jeff Anderson, Brian O'Halloran, Rosario Dawson, Kevin Smith, Jason Mewes, Trevor Fehrman, Jennifer Schwalbach Smith"
45880,"Marie Antoinette (2006)","2006-10-20","Sofia Coppola","Kirsten Dunst, Jason Schwartzman, Judy Davis, Rip Torn, Rose Byrne, Asia Argento, Molly Shannon, Shirley Henderson, Danny Huston, Marianne Faithfull, Jamie Dornan, Tom Hardy, Steve Coogan, Mathieu Amalric"
45950,"Inconvenient Truth, An (2006)","2006-01-24","Davis Guggenheim","Al Gore, Billy West"
46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)","2006-06-16","Justin Lin","Lucas Black, Zachery Ty Bryan, Brian Goodman, Nathalie Kelley, Bow Wow, Brian Tee, Sung Kang, Sonny Chiba, Vin Diesel"
46530,"Superman Returns (2006)","2006-06-28","Bryan Singer","Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden, Parker Posey, Frank Langella, Sam Huntington, Eva Marie Saint, Marlon Brando, Kal Penn, Peta Wilson, Richard Branson"
46578,"Little Miss Sunshine (2006)","2006-01-20","Jonathan Dayton","Abigail Breslin, Greg Kinnear, Paul Dano, Alan Arkin, Toni Collette, Steve Carell, Marc Turtletaub, Bryan Cranston, Mary Lynn Rajskub"
46723,"Babel (2006)","2006-10-27","Alejandro González Iñárritu","Brad Pitt, Cate Blanchett, Mohamed Akhzam, Adriana Barraza, Elle Fanning, Gael García Bernal, Clifton Collins Jr., Michael Peña, R.D. Call, Rinko Kikuchi, Kôji Yakusho, Yoshi Ando, Masami Kosaka"
46948,"Monster House (2006)","2006-07-21","Gil Kenan","Ryan Newman, Steve Buscemi, Mitchel Musso, Catherine O'Hara, Fred Willard, Sam Lerner, Maggie Gyllenhaal, Jason Lee, Spencer Locke, Kevin James, Nick Cannon, Jon Heder, Kathleen Turner"
46970,"Talladega Nights: The Ballad of Ricky Bobby (2006)","2006-08-01","Adam McKay","Gary Cole, Will Ferrell, Jane Lynch, Michael Clarke Duncan, John C. Reilly, Adam McKay, David Koechner, Pat Hingle, Greg Germann, Leslie Bibb, Dale Earnhardt Jr., Amy Adams, Dick Berggren, Molly Shannon, Sacha Baron Cohen, Andy Richter, Bob Jenkins, Elvis Costello, Mos Def, Bill Weber, Benny Parsons, Wally Dallenbach"
46972,"Night at the Museum (2006)","2006-12-22","Shawn Levy","Ben Stiller, Carla Gugino, Dick Van Dyke, Mickey Rooney, Bill Cobbs, Jake Cherry, Ricky Gervais, Robin Williams, Patrick Gallagher, Rami Malek, Pierfrancesco Favino, Charles Q. Murphy, Steve Coogan, Mizuo Peck, Paul Rudd, Brad Garrett, Owen Wilson"
46976,"Stranger than Fiction (2006)","2006-11-10","Marc Forster","Will Ferrell, Emma Thompson, Dustin Hoffman, Queen Latifah, Maggie Gyllenhaal"
47099,"Pursuit of Happyness, The (2006)","2006-12-15","Gabriele Muccino","Will Smith, Thandie Newton, Jaden Smith, Brian Howe, James Karen"
47200,"Crank (2006)","2006-09-01","Mark Neveldine","Jason Statham, Amy Smart, Jose Pablo Cantillo, Dwight Yoakam, Carlos Sanz"
47382,"Step Up (2006)","2006-08-11","Anne Fletcher","Channing Tatum, Jenna Dewan, Damaine Radcliff"
47423,"Half Nelson (2006)","2006-09-15","Ryan Fleck","Ryan Gosling, Shareeka Epps, Anthony Mackie"
47610,"Illusionist, The (2006)","2006-04-27","Neil Burger","Edward Norton, Paul Giamatti, Jessica Biel, Rufus Sewell"
47997,"Idiocracy (2006)","2006-09-01","Mike Judge","Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews, David Herman, Robert Musgrave, Justin Long, Patrick Fischler, Darlene Hunt, Andrew Wilson, Thomas Haden Church, Tom Kenny, Stephen Root, Sara Rue, Ava Santana"
48043,"Fountain, The (2006)","2006-11-22","Darren Aronofsky","Hugh Jackman, Rachel Weisz, Ellen Burstyn, Mark Margolis, Stephen McHattie, Fernando Hernandez, Cliff Curtis, Sean Patrick Thomas, Donna Murphy, Ethan Suplee, Marcello Bezina"
48304,"Apocalypto (2006)","2006-12-08","Mel Gibson","Dalia Hernandez, Mayra Serbulo, Gerardo Taracena, Raoul Trujillo, Rudy Youngblood"
48322,"Jackass Number Two (2006)","2006-09-22","Jeff Tremaine","Johnny Knoxville, Bam Margera, Steve-O, Chris Pontius"
48385,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)","2006-11-03","Larry Charles","Sacha Baron Cohen, Pamela Anderson, Ken Davitian, Pat Haggerty, Alan Keyes"
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)","2006-12-29","Guillermo del Toro","Ivana Baquero, Doug Jones, Sergi López, Ariadna Gil, Maribel Verdú"
48516,"Departed, The (2006)","2006-10-05","Martin Scorsese","Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Alec Baldwin, Vera Farmiga, Ray Winstone, Anthony Anderson"
48738,"Last King of Scotland, The (2006)","2006-09-27","Kevin Macdonald","Forest Whitaker, James McAvoy, Kerry Washington, Gillian Anderson"
48774,"Children of Men (2006)","2006-12-25","Alfonso Cuarón","Clive Owen, Julianne Moore, Michael Caine, Chiwetel Ejiofor, Charlie Hunnam, Danny Huston, Peter Mullan, Clare-Hope Ashitey"
48780,"Prestige, The (2006)","2006-10-20","Christopher Nolan","Hugh Jackman, Christian Bale, Scarlett Johansson, Michael Caine, David Bowie, Andy Serkis"
48783,"Flags of Our Fathers (2006)","2006-10-20","Clint Eastwood","Ryan Phillippe, Jesse Bradford, Adam Beach, John Benjamin Hickey, John Slattery, Barry Pepper, Jamie Bell, Paul Walker, Robert Patrick, Neal McDonough, Melanie Lynskey, Thomas McCarthy, Chris Bauer, Judith Ivey, Joseph Cross, Benjamin Walker, Harve Presnell, Len Cariou, Beth Grant, Connie Ray, David Patrick Kelly, Jon Polito, Gordon Clapp, Jason Gray-Stanford, David Rasche, Lennie Loftin, David Clennon, Jayma Mays, James Horan, "
48877,"Saw III (2006)","2006-10-27","Darren Lynn Bousman","Tobin Bell, Shawnee Smith, Angus Macfayden, Bahar Soomekh"
48997,"Perfume: The Story of a Murderer (2006)","2006-12-27","Tom Tykwer","Ben Whishaw, Dustin Hoffman, Alan Rickman, Rachel Hurd-Wood"
49272,"Casino Royale (2006)","2006-11-17","Martin Campbell","Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench, Jeffrey Wright, Giancarlo Giannini, Caterina Murino, Simon Abkarian, Isaach De Bankolé, Jesper Christensen, Ivana Milicevic"
49278,"Déjà Vu (Deja Vu) (2006)","2006-11-22","Tony Scott","Denzel Washington, Val Kilmer, Paula Patton, Bruce Greenwood, Adam Goldberg, Jim Caviezel"
49286,"Holiday, The (2006)","2006-12-08","Nancy Meyers","Cameron Diaz, Kate Winslet, Jude Law, Jack Black, Eli Wallach, Edward Burns, Rufus Sewell, Emma Pritchard, Sarah Parish, Shannyn Sossamon, Bill Macy, Shelley Berman, Kathryn Hahn, John Krasinski, Alex O'Loughlin, Odette Yustman, Dustin Hoffman, Lindsay Lohan"
49530,"Blood Diamond (2006)","2006-12-08","Edward Zwick","Leonardo DiCaprio, Jennifer Connelly, Djimon Hounsou, Michael Sheen, Kagiso Kuypers, Arnold Vosloo, Antony Coleman, Benu Mabhena, Anointing Lukola, David Harewood, Jimi Mistry, Marius Weyers, Stephen Collins, Ntare Mwine"
49651,"Rocky Balboa (2006)","2006-12-20","Sylvester Stallone","Sylvester Stallone, Burt Young, Antonio Tarver, Geraldine Hughes, Milo Ventimiglia"
49910,"Freedom Writers (2007)","2007-01-05","Richard LaGravenese","Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton, April Lee Hernandez"
50601,"Bridge to Terabithia (2007)","2007-02-16","Gabor Csupo","Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick, Devon Wood"
50794,"Smokin' Aces (2006)","2007-01-26","Joe Carnahan","Ben Affleck, Jason Bateman, Andy Garcia, Alicia Keys, Jeremy Piven, Ryan Reynolds, Ray Liotta, Common"
50872,"Ratatouille (2007)","2007-06-29","Brad Bird","Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter O'Toole, Brad Garrett, Janeane Garofalo, Will Arnett, James Remar, John Ratzenberger,"
51077,"Ghost Rider (2007)","2007-02-16","Mark Steven Johnson","Nicolas Cage, Eva Mendes, Sam Elliott, Donal Logue, Peter Fonda, Wes Bentley"
51086,"Number 23, The (2007)","2007-02-23","Joel Schumacher","Jim Carrey, Virginia Madsen, Logan Lerman,"
51255,"Hot Fuzz (2007)","2007-04-20","Edgar Wright","Simon Pegg, Martin Freeman, Bill Nighy, Nick Frost, Peter Wight, Bill Bailey, Paul Freeman, Stuart Wilson, Timothy Dalton, Jim Broadbent, Paddy Considine, Edward Woodward, Stephen Merchant, David Threlfall, Lucy Punch, David Bradley, Cate Blanchett, Steve Coogan, Peter Jackson, Garth Jennings, Edgar Wright"
51412,"Next (2007)","2007-04-27","Lee Tamahori","Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann, Tory Kittles, José Zúñiga, Peter Falk, Lisa Joyner"
51540,"Zodiac (2007)","2007-03-02","David Fincher","Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr., Brian Cox, John Carroll Lynch, Richmond Arquette, Bob Stephenson, Chloë Sevigny, John Getz, John Terry, Candy Clark, Elias Koteas, Dermot Mulroney, Donal Logue, June Diane Raphael, Lee Norris, Pell James, Philip Baker Hall, Jimmi Simpson, Zach Grenier, Matt Winston, Adam Goldberg, James Le Gros, Charles Fleischer, Clea DuVall, Paul Schulze, Adam Trese, Ione Skye"
51662,"300 (2007)","2007-03-09","Zack Snyder","Gerard Butler, Lena Headey, Dominic West, David Wenham, Vincent Regan, Michael Fassbender, Rodrigo Santoro, Stephen McHattie, Peter Mensah, Robert Maillet, Jean Michel Paré, "
51709,"Host, The (Gwoemul) (2006)","2007-03-09","Joon-ho Bong","Kang-ho Song, Hie-bong Byeon, Hae-il Park, Du-na Bae, Ah-sung Ko"
51935,"Shooter (2007)","2007-03-23","Antoine Fuqua","Mark Wahlberg, Michael Peña, Rhona Mitra, Danny Glover, Kate Mara, Elias Koteas, Jonathan Walker, Justin Louis"
52245,"Blades of Glory (2007)","2007-03-30","Josh Gordon","Will Ferrell, Jon Heder, Will Arnett, Amy Poehler, Jenna Fischer"
52281,"Grindhouse (2007)","2007-04-06","Robert Rodriguez","Kurt Russell, Rose McGowan, Danny Trejo, Freddy Rodriguez, Josh Brolin, Marley Shelton, Michael Biehn, Quentin Tarantino, Rosario Dawson, Vanessa Ferlito, Jordan Ladd, Tracie Thoms, Mary Elizabeth Winstead, Zoe Bell, Sydney Tamiia Poitier, Nicolas Cage"
52287,"Meet the Robinsons (2007)","2007-03-30","Stephen J. Anderson","Angela Bassett, Daniel Hansen, Jordan Fry, Matthew Josten, John H. H. Ford, Dara McGarry, Laurie Metcalf, Harland Williams, Adam West, Nicole Sullivan, Tom Selleck, David Cowgill, "
52328,"Sunshine (2007)","2007-07-20","Danny Boyle","Cillian Murphy, Rose Byrne, Cliff Curtis, Chris Evans, Michelle Yeoh, Mark Strong, Troy Garity, Benedict Wong, Hiroyuki Sanada"
52458,"Disturbia (2007)","2007-04-13","D.J. Caruso","Shia LaBeouf, Sarah Roemer, David Morse, Carrie-Anne Moss, Aaron Yoo"
52604,"Fracture (2007)","2007-04-20","Gregory Hoblit","Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike, Embeth Davidtz"
52722,"Spider-Man 3 (2007)","2007-05-04","Sam Raimi","Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church, James Franco"
52885,"Paprika (Papurika) (2006)","2007-07-06","Satoshi Kon","Megumi Hayashibara, Tôru Furuya, Kôichi Yamadera, Katsunosuke Hori, Toru Emori, Akio Ôtsuka, Hideyuki Tanaka, Satomi Koorogi, Daisuke Sakaguchi, Mitsuo Iwata, Rikako Aikawa, Shinichirô Ôta, Satoshi Kon, Yasutaka Tsutsui"
52973,"Knocked Up (2007)","2007-06-01","Judd Apatow","Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann, Jason Segel, Jay Baruchel, Jonah Hill, Martin Starr, Charlyne Yi, Joanna Kerns, Harold Ramis, Alan Tudyk, Kristen Wiig, Bill Hader, Ken Jeong, Craig Robinson, Tim Bagley, Adam Scott, J.P. Manoux, Mo Collins, B.J. Novak, Wayne Federman, Steven Brill, Stormy Daniels, Nautica Thorn, Jessica Alba, Steve Carell, Andy Dick, James Franco, Eva Mendes, Ryan Seacrest, Dax Shepard"
52975,"Hairspray (2007)","2007-07-20","Adam Shankman","John Travolta, Nikki Blonsky, Amanda Bynes, Christopher Walken, Zac Efron, Elijah Kelley, Queen Latifah, Michelle Pfeiffer, Brittany Snow, James Marsden, Allison Janney, Taylor Parks, Jesse Weafer, Jerry Stiller,"
53000,"28 Weeks Later (2007)","2007-05-11","Juan Carlos Fresnadillo","Robert Carlyle, Catherine McCormack, Rose Byrne, Jeremy Renner, Harold Perrineau, Idris Elba, Imogen Poots, Mackintosh Muggleton"
53121,"Shrek the Third (2007)","2007-05-18","Chris Miller","Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas, Julie Andrews, John Cleese"
53125,"Pirates of the Caribbean: At World's End (2007)","2007-05-25","Gore Verbinski","Johnny Depp, Orlando Bloom, Keira Knightley, Geoffrey Rush, Jack Davenport"
53129,"Mr. Brooks (2007)","2007-06-01","Bruce A. Evans","Kevin Costner, Demi Moore, William Hurt, Dane Cook, Marg Helgenberger"
53322,"Ocean's Thirteen (2007)","2007-06-08","Steven Soderbergh","George Clooney, Brad Pitt, Matt Damon, Elliott Gould, Al Pacino, Don Cheadle, Casey Affleck, Bernie Mac, Scott Caan, Carl Reiner, Andy Garcia, Ellen Barkin"
53464,"Fantastic Four: Rise of the Silver Surfer (2007)","2007-06-15","Tim Story","Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Doug Jones, Laurence Fishburne"
53519,"Death Proof (2007)","2007-04-06","Quentin Tarantino","Kurt Russell, Zoe Bell, Rosario Dawson, Vanessa Ferlito, Sydney Tamiia Poitier, Tracie Thoms, Rose McGowan, Jordan Ladd, Mary Elizabeth Winstead, Quentin Tarantino, Eli Roth, Jonathan Loughran, Marley Shelton, Nicky Katt"
53894,"Sicko (2007)","2007-06-29","Michael Moore","Michael Moore, Tucker Albrizzi, Tony Benn"
53953,"1408 (2007)","2007-06-22","Mikael Håfström","John Cusack, Samuel L. Jackson, Tony Shalhoub, Mary McCormack"
53972,"Live Free or Die Hard (2007)","2007-06-27","Len Wiseman","Bruce Willis, Justin Long, Timothy Olyphant, Cliff Curtis, Mary Elizabeth Winstead, Maggie Q, Kevin Smith, Jonathan Sadowski"
53993,"Evan Almighty (2007)","2007-06-22","Tom Shadyac","Jim Carey, Steve Carell, Morgan Freeman, Lauren Graham, John Goodman, Wanda Sykes, Molly Shannon"
53996,"Transformers (2007)","2007-07-02","Michael Bay","Shia LaBeouf, Megan Fox, Josh Duhamel, Rachael Taylor, Tyrese Gibson, Jon Voight, Anthony Anderson, John Turturro"
54001,"Harry Potter and the Order of the Phoenix (2007)","2007-07-13","David Yates","Daniel Radcliffe, Emma Watson, Rupert Grint, Helena Bonham Carter, Ralph Fiennes, Brendan Gleeson, Maggie Smith, George Harris, Imelda Staunton, Harry Melling, Fiona Shaw, Richard Griffiths, Jessica Hynes, Natalia Tena, Peter Cartwright, Gary Oldman, Mark Williams, David Thewlis, Jason Isaacs, Michael Gambon, Tom Felton, David Bradley, Alan Rickman, Emma Thompson, Warwick Davis, Robbie Coltrane, Timothy Spall"
54259,"Stardust (2007)","2007-08-10","Matthew Vaughn","Charlie Cox, Claire Danes, Robert De Niro, Sienna Miller, Michelle Pfeiffer, Jason Flemyng, Peter O'Toole, Ian McKellen, Rupert Everett, David Kelly, Ricky Gervais, Sarah Alexander, Mark Strong"
54272,"Simpsons Movie, The (2007)","2007-07-27","David Silverman","Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardly Smith, Hank Azaria, Harry Shearer"
54286,"Bourne Ultimatum, The (2007)","2007-08-03","Paul Greengrass","Matt Damon, David Strathairn, Joan Allen, Paddy Considine, Julia Stiles"
54503,"Superbad (2007)","2007-08-17","Greg Mottola","Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen, Emma Stone, Martha MacIsaac, Aviva, Joe Lo Truglio, Kevin Corrigan, David Krumholtz, Martin Starr, Aurora Snow, Jenna Haze, Danny McBride"
54995,"Planet Terror (2007)","2007-04-06","Robert Rodriguez","Rose McGowan, Freddy Rodriguez, Josh Brolin, Marley Shelton, Jeff Fahey, Michael Biehn, Bruce Willis, Naveen Andrews, Julio Oscar Mechoso, Stacy Ferguson, Nicky Katt, Tom Savini, Quentin Tarantino, Danny Trejo, Cheech Marin, Zoe Bell, Ava Santana"
54997,"3:10 to Yuma (2007)","2007-09-07","James Mangold","Russell Crowe, Christian Bale, Ben Foster, Peter Fonda, Gretchen Mol"
54999,"Shoot 'Em Up (2007)","2007-09-07","Michael Davis","Clive Owen, Paul Giamatti, Monica Bellucci, Stephen McHattie, Greg Bryk, Julian Richings, David Ury, "
55118,"Eastern Promises (2007)","2007-09-14","David Cronenberg","Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Vincent Cassel, Sinéad Cusack"
55232,"Resident Evil: Extinction (2007)","2007-09-21","Russell Mulcahy","Milla Jovovich, Ali Larter, Oded Fehr, Iain Glen, Ashanti"
55247,"Into the Wild (2007)","2007-09-21","Sean Penn","Emile Hirsch, Hal Holbrook, Catherine Keener, Kristen Stewart, Jena Malone"
55267,"Dan in Real Life (2007)","2007-10-26","Peter Hedges","Steve Carell, Juliette Binoche, Dane Cook, John Mahoney, Dianne Wiest"
55269,"Darjeeling Limited, The (2007)","2007-10-26","Wes Anderson","Owen Wilson, Adrien Brody, Jason Schwartzman, Amara Karan, Irrfan Khan, Anjelica Huston"
55280,"Lars and the Real Girl (2007)","2007-10-12","Craig Gillespie","Ryan Gosling, Patricia Clarkson, Emily Mortimer, Kelli Garner, Paul Schneider"
55282,"30 Days of Night (2007)","2007-10-19","David Slade","Ben Foster, Josh Hartnett, Melissa George, Danny Huston, Manu Bennett, Mark Boone Junior"
55290,"Gone Baby Gone (2007)","2007-10-19","Ben Affleck","Casey Affleck, Morgan Freeman, Ed Harris, Amy Madigan, Michelle Monaghan"
55363,"Assassination of Jesse James by the Coward Robert Ford, The (2007)","2007-09-21","Andrew Dominik","Brad Pitt, Mary-Louise Parker, Sam Rockwell, Casey Affleck, Sam Shepard"
55577,"Saw IV (2007)","2007-10-26","Darren Lynn Bousman","Tobin Bell, Lyriq Bent, Costas Mandylor, Scott Patterson, Angus Macfayden, Justin Louis, Sarain Boylan"
55721,"Elite Squad (Tropa de Elite) (2007)","2008-09-12","José Padilha","Wagner Moura, Caio Junqueira, André Ramiro, Maria Ribeiro, Fernanda Machado, Fernanda de Freitas, Paulo Vilela, Milhem Cortaz, Marcelo Valle, Fábio Lago"
55765,"American Gangster (2007)","2007-11-02","Ridley Scott","Denzel Washington, Russell Crowe, Chiwetel Ejiofor, Josh Brolin, Lymari Nadal, Ted Levine, Roger Guenveur Smith, John Hawkes, RZA, Yul Vazquez, Ruby Dee, Ruben Santiago-Hudson, Carla Gugino, John Ortiz, Cuba Gooding Jr., Armand Assante, Joe Morton, Idris Elba, Common, T.I., Kevin Corrigan, Robert Funaro, Jon Polito, Jim R. Coleman, Norman Reedus, Eddie Rouse, Roger Bart, Ric Young, Anthony Hamilton, Fab 5 Freddy, Clarence Williams III"
55768,"Bee Movie (2007)","2007-11-02","Steve Hickner","Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton, John Goodman, Chris Rock, Kathy Bates, Barry Levinson"
55805,"Before the Devil Knows You're Dead (2007)","2007-10-12","Sidney Lumet","Philip Seymour Hoffman, Ethan Hawke, Albert Finney, Marisa Tomei"
55820,"No Country for Old Men (2007)","2007-11-21","Ethan Coen","Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson, Kelly Macdonald"
55872,"August Rush (2007)","2007-11-21","Kirsten Sheridan","Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Robin Williams, Terrence Howard"
55908,"Man from Earth, The (2007)","2007-11-13","Richard Schenkman","John Billingsley, Ellen Crawford, Annika Peterson, David Lee Smith, Richard Riehle, Tony Todd"
55995,"Beowulf (2007)","2007-11-16","Robert Zemeckis","Ray Winstone, Anthony Hopkins, Angelina Jolie, John Malkovich, Robin Wright Penn, Crispin Glover"
56145,"Mist, The (2007)","2007-11-21","Frank Darabont","Thomas Jane, William Sadler, Laurie Holden, Marcia Gay Harden, Jeffrey DeMunn"
